propagator_variant,config_n,config_k,instance,avg_depth_at_failure,circuit_conflict_rate,circuit_pruning_rate
V0,50,5,pumpkin-v0/opt/n50_k5/instance_n50_k5_0000.fzn,39.56106736750633,0.06642175771329463,0.2269333213201714
V0,50,5,pumpkin-v0/opt/n50_k5/instance_n50_k5_0024.fzn,44.67540817250201,0.3737378053883313,0.2351283160708022
V0,50,5,pumpkin-v0/opt/n50_k5/instance_n50_k5_0008.fzn,33.272285779716036,0.053929572437356625,0.20309282613023474
V0,50,5,pumpkin-v0/opt/n50_k5/instance_n50_k5_0013.fzn,32.42982351428781,0.03485574364910229,0.19062030863003235
V0,50,5,pumpkin-v0/opt/n50_k5/instance_n50_k5_0004.fzn,39.38236960380708,0.21126333511533826,0.20858234857612487
V0,50,5,pumpkin-v0/opt/n50_k5/instance_n50_k5_0019.fzn,36.3175073820405,0.041060643144388904,0.2565823581155984
V0,50,5,pumpkin-v0/opt/n50_k5/instance_n50_k5_0010.fzn,25.70509708737864,0.04850768234532289,0.22823335491846705
V0,50,5,pumpkin-v0/opt/n50_k5/instance_n50_k5_0003.fzn,38.27797833935018,0.16481554938516463,0.1751289170963903
V0,50,3,pumpkin-v0/opt/n50_k3/instance_n50_k3_0002.fzn,30.119741100323626,0.12839335180055403,0.3109418282548476
V0,50,5,pumpkin-v0/opt/n50_k5/instance_n50_k5_0006.fzn,36.26369300180595,0.08439361290329385,0.18943011225620954
V0,50,5,pumpkin-v0/opt/n50_k5/instance_n50_k5_0011.fzn,46.88120161378257,0.5218356140999744,0.04250476542718143
V0,50,5,pumpkin-v0/opt/n50_k5/instance_n50_k5_0007.fzn,,,
V0,50,5,pumpkin-v0/opt/n50_k5/instance_n50_k5_0005.fzn,39.08641975308642,0.16363636363636364,0.20404040404040405
V0,50,5,pumpkin-v0/opt/n50_k5/instance_n50_k5_0001.fzn,45.18155653682385,0.3540134269404162,0.09497955252836825
V0,50,5,pumpkin-v0/opt/n50_k5/instance_n50_k5_0012.fzn,23.35858793426464,0.0977542290815731,0.16045517925417355
V0,50,5,pumpkin-v0/opt/n50_k5/instance_n50_k5_0018.fzn,39.16887417218543,0.04208472686733556,0.1771181716833891
V0,50,5,pumpkin-v0/opt/n50_k5/instance_n50_k5_0002.fzn,43.13361681249489,0.15249745920702318,0.21497290860003865
V0,50,5,pumpkin-v0/opt/n50_k5/instance_n50_k5_0020.fzn,45.28958430639888,0.3578771416631843,0.12135394901796907
V0,50,5,pumpkin-v0/opt/n50_k5/instance_n50_k5_0023.fzn,27.13723669703476,0.014595659246027863,0.10251178650513448
